,Area (m²),Quartos,Idade (anos),Distância Centro (km),Garagens,Banheiros,Andar,Vista_Mar,Mobilidade,Segurança,Area_Construida (m²),Total_Comodos,Zona,Preço (R$ mil),Area_Total (m²)
6215,276.0,3,16,10.0,2,3,16,0,1,8,236.3,6,Intermediária,1015.5,512.3
6216,172.6,3,35,16.6,1,3,,0,5,7,143.5,6,Afastada,368.4,316.1
6217,238.6,6,14,3.7,1,4,3,0,3,9,203.3,10,Centro,1418.9,441.9
6218,321.2,3,7,6.8,1,2,3,1,9,8,275.7,5,Intermediária,1243.7,596.9
6219,68.6,4,21,10.6,2,4,,0,3,7,56.1,8,Intermediária,630.1,124.7
6220,157.4,3,40,10.3,1,3,1,1,1,7,131.4,6,Intermediária,606.6,288.7
6221,108.1,4,7,6.8,1,4,1,0,1,9,92.4,8,Intermediária,855.4,200.5
6222,116.3,6,0,7.5,2,4,,0,8,7,101.3,10,Intermediária,1078.2,217.6
6223,103.9,4,0,4.0,2,4,,0,1,8,88.8,8,Centro,894.0,192.7
6224,98.4,3,5,3.8,1,2,4,0,4,10,95.3,5,Centro,887.4,193.7
6225,98.9,5,3,0.8,1,4,23,0,9,10,84.3,9,Centro,1348.9,183.2
6226,143.9,3,22,5.2,1,3,,0,1,9,121.6,6,Intermediária,737.8,265.5
6227,115.9,4,4,5.7,2,4,,0,4,6,100.0,8,Intermediária,867.8,216.0
6228,205.0,5,6,14.8,1,4,18,0,7,8,173.1,9,Intermediária,1228.2,378.2
6229,73.4,3,6,5.4,1,3,,0,2,10,62.5,6,Intermediária,896.9,135.9
6230,157.7,5,9,12.5,1,4,2,0,1,5,135.7,9,Intermediária,1111.8,293.5
6231,65.6,3,3,4.4,1,3,16,1,3,10,53.8,6,Centro,901.6,119.4
6232,78.3,3,12,19.4,3,3,19,1,6,4,67.4,6,Afastada,610.2,145.8
6233,113.4,6,8,4.8,1,4,13,1,6,10,103.6,10,Centro,1287.1,217.0
6234,110.2,5,24,5.9,1,4,24,0,9,9,90.9,9,Intermediária,1387.8,201.1
6235,144.5,1,8,3.9,1,1,24,0,1,10,119.4,2,Centro,845.3,263.9
6236,227.9,5,6,4.7,1,4,15,0,7,8,193.8,9,Centro,1263.7,421.7
6237,218.5,2,1,6.3,0,1,,0,8,8,189.4,3,Intermediária,883.7,407.9
6238,118.7,2,11,3.0,0,1,1,0,7,10,99.4,3,Centro,779.6,218.1
6239,304.7,4,14,9.6,1,4,18,0,4,7,264.9,8,Intermediária,1212.3,569.5
6240,90.7,2,0,3.2,1,2,24,1,6,9,84.8,4,Centro,1026.3,175.6
6241,121.6,3,0,9.1,2,3,,1,5,10,100.5,6,Intermediária,980.6,222.2
6242,111.7,4,22,9.7,1,3,,0,2,7,86.9,7,Intermediária,630.6,198.5
6243,167.2,3,29,1.9,2,3,,1,5,10,136.2,6,Centro,1005.0,303.4
6244,110.0,2,5,4.5,1,2,,1,2,8,92.9,4,Centro,885.1,202.9
6245,122.9,4,0,9.8,3,4,12,0,2,7,103.2,8,Intermediária,907.1,226.1
6246,145.1,3,15,3.7,1,3,,1,8,8,126.1,6,Centro,1168.5,271.2
6247,245.3,3,0,1.3,2,3,19,1,2,7,207.6,6,Centro,1214.1,452.9
6248,106.9,4,21,0.5,1,4,15,0,7,10,88.0,8,Centro,1064.5,194.9
6249,159.4,3,6,4.9,1,2,7,0,5,9,143.6,5,Centro,845.1,303.0
6250,107.5,4,2,6.7,3,3,18,0,6,8,90.9,7,Intermediária,1086.7,198.3
6251,150.8,2,7,6.6,0,2,2,0,8,8,125.8,4,Intermediária,795.0,276.6
6252,58.7,4,6,2.2,2,4,,0,9,10,59.1,8,Centro,1183.8,117.8
6253,213.2,4,25,5.6,2,4,1,0,8,8,182.5,8,Intermediária,1008.8,395.8
6254,86.3,3,9,6.2,1,3,,0,6,10,73.7,6,Intermediária,725.4,160.0
6255,66.2,4,11,1.3,1,3,,0,6,10,58.0,7,Centro,965.1,124.2
6256,349.7,3,26,1.7,2,2,11,0,6,10,292.1,5,Centro,1102.3,641.7
6257,193.5,2,4,3.1,0,1,,0,8,10,168.1,3,Centro,823.9,361.6
6258,105.7,2,0,7.4,1,2,1,0,5,7,85.2,4,Intermediária,514.8,190.9
6259,63.9,4,5,2.8,1,3,7,0,6,9,54.0,7,Centro,1075.4,117.9
6260,182.3,4,18,6.2,1,4,11,0,9,8,148.8,8,Intermediária,1120.7,331.0
6261,113.2,3,13,1.1,1,3,,1,10,9,95.8,6,Centro,1117.7,209.0
6262,169.7,4,1,22.3,1,4,9,1,5,5,148.1,8,Afastada,776.1,317.9
6263,351.4,4,17,12.6,2,4,6,0,10,7,305.6,8,Intermediária,1358.1,657.0
6264,102.7,4,20,6.8,2,4,,0,9,8,85.0,8,Intermediária,908.8,187.7
6265,147.5,5,4,4.5,1,4,,1,6,8,123.5,9,Centro,1166.2,271.1
6266,88.1,5,24,11.6,2,4,,0,7,6,70.9,9,Intermediária,875.2,159.0
6267,78.9,3,17,7.8,2,2,9,0,5,7,71.8,5,Intermediária,597.3,150.7
6268,174.3,3,10,10.6,3,3,10,0,10,8,149.0,6,Intermediária,1011.9,323.3
6269,87.0,5,1,6.6,1,4,12,0,2,10,77.5,9,Intermediária,1023.5,164.5
6270,140.2,5,6,5.4,2,4,8,0,9,9,105.1,9,Intermediária,1134.3,245.3
6271,162.0,5,16,17.1,2,4,12,0,7,6,134.8,9,Afastada,1085.5,296.8
6272,143.0,6,12,10.3,1,4,,0,5,8,114.5,10,Intermediária,1180.1,257.5
6273,51.2,3,5,1.9,1,3,10,0,10,9,48.9,6,Centro,1082.7,100.1
6274,47.4,5,25,6.5,1,4,1,1,6,10,40.8,9,Intermediária,710.2,88.2
6275,99.7,1,21,3.2,1,1,,0,8,10,88.6,2,Centro,611.0,188.3
6276,73.4,3,6,2.1,2,2,,1,3,9,64.5,5,Centro,898.6,137.9
6277,351.5,3,6,2.0,1,2,23,0,1,9,300.1,5,Centro,1354.6,651.6
6278,140.2,4,21,3.4,1,3,18,0,10,10,118.4,7,Centro,1169.3,258.6
6279,99.2,3,13,5.7,1,2,2,0,10,9,79.5,5,Intermediária,744.4,178.8
6280,81.9,1,8,1.9,1,1,,0,3,8,60.8,2,Centro,608.5,142.7
6281,227.2,4,4,2.9,2,4,18,1,2,10,187.4,8,Centro,1396.0,414.6
6282,64.2,3,4,4.9,1,3,4,0,6,8,52.2,6,Centro,772.7,116.5
6283,78.4,5,26,6.9,2,4,5,0,2,9,64.4,9,Intermediária,934.0,142.8
6284,95.2,3,3,4.4,1,2,,1,2,9,83.6,5,Centro,879.1,178.8
6285,219.1,2,5,5.0,0,1,15,1,5,10,180.3,3,Intermediária,900.4,399.4
6286,219.7,3,10,2.7,1,3,10,0,1,10,190.7,6,Centro,1060.9,410.4
6287,107.0,3,32,4.3,1,2,,0,8,8,87.5,5,Centro,620.6,194.5
6288,386.9,3,2,9.3,1,2,,1,3,7,315.9,5,Intermediária,952.1,702.7
6289,198.9,4,0,1.6,1,4,7,1,1,9,168.7,8,Centro,1271.0,367.6
6290,81.2,3,1,2.9,1,2,20,0,4,10,69.5,5,Centro,1064.2,150.7
6291,65.9,4,28,7.5,1,3,,0,2,8,59.9,7,Intermediária,609.7,125.9
6292,52.6,2,4,5.4,1,2,20,0,2,8,39.9,4,Intermediária,664.6,92.5
6293,89.9,3,4,14.1,2,3,22,0,3,6,80.1,6,Intermediária,785.1,170.0
6294,65.0,4,0,1.7,1,4,11,0,1,10,49.4,8,Centro,1091.1,114.4
6295,127.3,3,4,1.3,1,3,,0,8,10,105.1,6,Centro,929.5,232.4
6296,81.1,6,21,4.4,2,4,9,0,6,10,73.7,10,Centro,869.3,154.8
6297,30.3,5,0,7.6,1,4,9,0,9,8,31.2,9,Intermediária,865.8,61.6
6298,176.1,3,2,4.8,1,2,,1,1,9,144.5,5,Centro,1182.5,320.6
6299,135.8,3,7,2.5,2,3,,0,3,10,121.2,6,Centro,1136.2,257.0
6300,86.1,5,8,4.2,1,4,3,1,6,9,82.8,9,Centro,1325.3,168.9
6301,191.6,3,8,1.3,1,2,9,0,8,10,156.7,5,Centro,1101.3,348.3
6302,135.6,3,24,4.4,2,2,17,0,7,9,127.5,5,Centro,975.4,263.0
6303,138.2,3,4,8.6,1,3,10,0,1,7,125.5,6,Intermediária,825.7,263.7
6304,178.9,3,1,3.9,2,3,,0,9,10,147.7,6,Centro,918.4,326.6
6305,194.0,3,5,8.1,2,3,8,0,6,7,163.5,6,Intermediária,839.2,357.5
6306,209.6,4,4,4.2,3,4,7,1,4,10,176.9,8,Centro,1346.9,386.5
6307,151.8,3,29,4.1,1,3,1,0,5,9,129.5,6,Centro,788.9,281.3
6308,102.6,1,10,2.6,1,1,14,0,1,10,90.4,2,Centro,583.9,192.9
6309,144.9,5,5,4.3,1,4,22,0,8,10,126.6,9,Centro,1151.4,271.5
6310,73.8,2,1,1.8,1,2,23,0,9,10,57.5,4,Centro,993.3,131.3
6311,111.5,2,2,3.5,1,2,,0,10,10,96.2,4,Centro,880.6,207.7
6312,104.3,2,17,1.7,1,2,18,0,5,10,92.3,4,Centro,694.7,196.6
6313,67.6,3,8,8.3,1,3,12,0,2,8,60.3,6,Intermediária,634.5,127.9
6314,264.8,2,1,4.5,1,2,,0,7,9,220.3,4,Centro,1049.4,485.1
6315,121.3,5,2,14.0,1,4,12,0,10,8,96.4,9,Intermediária,1022.4,217.7
6316,68.3,2,11,4.9,1,2,10,0,10,9,48.1,4,Centro,645.6,116.3
6317,45.0,3,6,6.1,1,3,,0,3,8,35.2,6,Intermediária,731.8,80.2
6318,53.5,3,4,2.3,2,3,1,0,2,9,33.9,6,Centro,735.1,87.4
6319,89.7,4,15,3.6,1,4,2,0,7,7,74.0,8,Centro,947.8,163.7
6320,185.6,1,6,3.6,1,1,9,0,3,9,165.8,2,Centro,839.1,351.4
6321,83.9,3,26,11.9,2,2,,1,8,7,61.9,5,Intermediária,641.6,145.9
6322,152.6,4,28,10.7,1,4,,0,9,7,139.5,8,Intermediária,893.9,292.1
6323,270.1,3,19,3.6,2,3,,0,1,10,234.0,6,Centro,805.0,504.1
6324,107.2,2,12,2.3,1,2,11,0,6,9,86.0,4,Centro,784.5,193.2
6325,204.4,1,2,14.9,1,1,16,1,10,5,171.2,2,Intermediária,898.0,375.6
6326,63.5,2,3,2.5,0,2,17,0,8,9,58.4,4,Centro,829.2,121.8
6327,143.0,3,10,1.9,1,3,7,0,9,10,117.4,6,Centro,1137.1,260.4
6328,98.6,3,4,2.8,2,3,,1,4,8,89.4,6,Centro,955.8,187.9
6329,139.6,5,9,1.3,2,4,3,0,8,10,117.6,9,Centro,1306.2,257.3
6330,177.8,2,17,5.6,1,2,,0,5,9,159.5,4,Intermediária,521.8,337.3
6331,95.0,2,21,6.7,0,2,24,0,3,8,79.8,4,Intermediária,588.0,174.7
6332,60.1,2,0,2.9,0,1,20,0,6,10,53.7,3,Centro,925.9,113.8
6333,68.4,2,10,6.9,1,2,,1,1,10,61.5,4,Intermediária,735.4,129.9
6334,65.3,3,18,12.6,2,2,2,1,2,5,51.8,5,Intermediária,624.3,117.1
6335,102.9,3,0,4.4,2,3,,0,3,6,81.1,6,Centro,909.8,184.0
6336,120.5,3,6,3.5,2,3,,0,8,9,105.4,6,Centro,978.3,225.9
6337,55.6,2,7,6.3,0,2,7,0,9,7,45.5,4,Intermediária,523.2,101.1
6338,124.6,4,3,3.8,2,4,19,1,10,8,109.3,8,Centro,1309.5,233.9
6339,81.3,1,6,7.2,0,1,,0,8,9,80.9,2,Intermediária,464.9,162.2
6340,117.5,3,0,9.0,3,3,18,0,3,8,95.7,6,Intermediária,878.1,213.1
6341,193.7,3,1,2.8,2,3,20,0,4,10,166.6,6,Centro,1354.3,360.2
6342,106.6,4,25,12.8,1,3,11,0,10,6,84.9,7,Intermediária,779.6,191.6
6343,134.8,4,3,1.1,2,4,,0,2,9,120.5,8,Centro,1002.4,255.3
6344,127.7,6,0,7.9,2,4,,0,7,8,111.4,10,Intermediária,1227.4,239.1
6345,130.1,4,11,8.6,2,4,7,0,7,7,108.8,8,Intermediária,1061.0,238.8
6346,74.8,5,33,3.7,3,4,5,0,10,9,63.7,9,Centro,1046.5,138.5
6347,148.7,3,4,4.3,1,3,,0,5,9,118.7,6,Centro,1058.3,267.4
6348,255.4,3,44,8.8,2,3,21,1,4,8,219.5,6,Intermediária,941.8,475.0
6349,85.7,4,6,2.6,2,4,,0,6,9,70.1,8,Centro,1010.1,155.8
6350,75.3,3,2,3.2,2,2,,0,6,7,65.1,5,Centro,925.3,140.4
6351,326.5,4,6,0.5,1,4,18,0,4,10,272.9,8,Centro,1500.0,599.5
6352,53.5,3,2,2.5,1,3,2,1,7,10,33.8,6,Centro,998.9,87.3
6353,97.0,4,2,4.9,2,3,,0,1,8,88.5,7,Centro,1003.7,185.5
6354,98.0,3,12,4.4,1,3,4,1,9,8,82.3,6,Centro,690.2,180.4
6355,198.2,2,49,1.2,1,2,,0,4,10,172.2,4,Centro,517.1,370.4
6356,108.6,4,4,3.0,2,4,,0,4,9,86.7,8,Centro,947.8,195.3
6357,112.3,3,9,7.0,1,2,,0,7,8,94.9,5,Intermediária,720.2,207.2
6358,395.2,2,1,7.2,1,2,,0,4,9,328.3,4,Intermediária,1039.4,723.4
6359,146.7,5,3,7.8,1,4,4,0,10,8,126.5,9,Intermediária,1194.9,273.2
6360,109.4,4,5,15.9,1,3,9,0,7,4,97.1,7,Afastada,667.9,206.6
6361,240.7,2,16,6.6,0,2,,0,4,7,204.6,4,Intermediária,664.9,445.2
6362,103.2,2,10,3.0,0,2,,0,7,10,85.7,4,Centro,624.5,188.9
6363,167.1,5,0,0.5,2,4,,0,5,10,145.9,9,Centro,1177.6,313.0
6364,94.7,2,2,5.1,1,1,13,0,4,10,82.2,3,Intermediária,677.9,176.9
6365,94.3,4,2,2.8,1,4,21,0,4,10,78.2,8,Centro,1169.8,172.6
6366,174.6,3,3,0.7,2,3,,0,6,10,149.4,6,Centro,1357.4,324.0
6367,194.2,3,1,6.9,2,3,23,1,1,10,163.4,6,Intermediária,1098.0,357.6
6368,267.1,2,1,6.7,0,2,4,0,10,8,218.0,4,Intermediária,836.3,485.0
6369,143.6,6,16,2.9,2,4,8,1,4,10,122.7,10,Centro,1500.0,266.2
6370,134.9,1,2,6.3,0,1,5,0,5,8,109.4,2,Intermediária,430.9,244.3
6371,257.7,4,0,2.1,2,4,17,1,2,9,218.7,8,Centro,1158.8,476.4
6372,86.7,2,9,1.8,1,1,15,0,5,9,78.0,3,Centro,802.2,164.7
6373,235.9,2,24,5.1,0,2,16,1,5,8,199.6,4,Intermediária,746.8,435.5
6374,180.1,4,14,0.7,1,3,19,0,3,10,150.6,7,Centro,1083.9,330.7
6375,199.1,3,2,4.0,1,2,,0,4,10,167.6,5,Centro,1090.5,366.7
6376,100.9,4,24,5.1,2,3,9,0,9,8,93.7,7,Intermediária,791.3,194.6
6377,239.4,3,10,10.1,2,3,,0,7,8,205.5,6,Intermediária,849.1,444.9
6378,85.8,3,12,11.8,1,2,,0,8,7,74.3,5,Intermediária,568.6,160.1
6379,140.3,3,31,3.8,1,2,24,0,2,9,119.5,5,Centro,883.6,259.7
6380,219.1,2,1,11.0,1,2,22,0,7,6,182.1,4,Intermediária,976.4,401.2
6381,164.0,4,6,2.9,1,3,15,0,1,10,138.7,7,Centro,1182.3,302.7
6382,234.5,2,2,14.3,0,1,4,1,7,6,196.1,3,Intermediária,764.0,430.6
6383,61.0,2,3,2.6,1,2,11,0,8,9,51.6,4,Centro,963.1,112.6
6384,82.0,4,2,2.4,1,3,6,0,7,9,61.3,7,Centro,974.1,143.3
6385,89.6,4,9,7.4,1,4,2,0,6,9,86.0,8,Intermediária,928.1,175.6
6386,115.7,2,8,7.7,0,1,,0,10,8,97.4,3,Intermediária,588.8,213.1
6387,241.1,2,1,0.5,1,2,20,0,6,10,206.5,4,Centro,1238.7,447.6
6388,81.5,5,0,3.1,1,4,,0,10,9,67.1,9,Centro,1296.1,148.6
6389,132.2,4,1,3.3,1,4,,1,10,7,106.2,8,Centro,1183.7,238.3
6390,40.8,1,1,5.7,1,1,9,0,1,6,40.8,2,Intermediária,485.9,81.7
6391,357.9,3,1,3.0,2,2,,1,7,8,305.0,5,Centro,1253.1,662.9
6392,71.3,3,0,6.7,2,3,,0,9,9,57.9,6,Intermediária,922.5,129.1
6393,145.1,2,4,1.7,1,2,17,0,2,9,125.4,4,Centro,1066.2,270.5
6394,150.7,5,1,5.2,2,4,12,0,6,8,134.8,9,Intermediária,1181.3,285.5
6395,96.3,5,1,2.8,1,4,23,0,2,9,87.2,9,Centro,1367.0,183.5
6396,100.2,6,16,0.5,1,4,13,0,1,10,81.0,10,Centro,1500.0,181.3
6397,210.2,2,1,1.2,0,2,11,0,5,9,182.9,4,Centro,1148.4,393.1
6398,59.2,3,6,9.3,1,3,,0,6,6,48.0,6,Intermediária,673.7,107.2
6399,152.0,5,4,7.5,1,4,21,0,6,8,129.9,9,Intermediária,1286.7,281.9
6400,76.3,3,12,0.6,2,3,14,0,9,9,67.0,6,Centro,950.7,143.3
6401,159.3,3,2,7.4,1,3,6,0,6,8,139.7,6,Intermediária,932.7,299.0
6402,117.5,2,7,4.5,0,1,10,0,2,9,104.7,3,Centro,654.7,222.1
6403,242.3,4,15,18.0,2,4,,1,7,6,207.2,8,Afastada,817.2,449.5
6404,89.1,2,2,3.2,1,1,,1,1,9,77.0,3,Centro,632.8,166.1
6405,142.2,2,9,13.7,1,2,1,0,4,6,122.1,4,Intermediária,510.8,264.3
6406,66.3,3,6,7.1,2,3,17,1,10,8,59.8,6,Intermediária,1267.6,126.1
6407,256.2,3,16,2.3,1,3,,0,4,9,218.2,6,Centro,920.6,474.4
6408,171.1,3,1,2.9,1,3,,0,2,9,149.9,6,Centro,1037.2,321.0
6409,153.8,3,0,4.2,1,3,,0,5,10,123.1,6,Centro,1021.3,276.9
6410,333.5,3,3,5.6,1,3,,0,4,10,278.9,6,Intermediária,1122.8,612.4
6411,49.6,1,17,2.3,1,1,16,0,10,7,35.7,2,Centro,668.0,85.3
6412,145.5,6,5,10.7,2,4,,0,5,7,120.0,10,Intermediária,1226.6,265.5
6413,149.5,5,2,1.4,1,4,8,0,9,10,129.7,9,Centro,1191.8,279.1
6414,41.7,3,17,16.5,3,3,12,0,10,5,28.6,6,Afastada,648.2,70.4
6415,74.6,3,7,6.9,1,3,,0,4,7,66.0,6,Intermediária,600.2,140.6
6416,73.7,4,0,6.3,1,4,,0,10,8,68.7,8,Intermediária,1094.7,142.5
6417,74.7,5,0,0.5,1,4,24,0,1,10,64.6,9,Centro,1261.3,139.3
6418,68.5,4,1,0.6,2,4,,0,2,10,57.4,8,Centro,884.5,125.9
6419,107.0,4,4,8.8,1,4,,0,3,9,91.0,8,Intermediária,1089.9,198.0
6420,108.2,6,1,1.8,1,4,10,0,10,6,92.7,10,Centro,1093.2,200.9
6421,72.1,3,11,1.2,1,2,21,1,3,10,59.2,5,Centro,953.3,131.3
6422,132.5,2,5,3.6,1,2,,0,10,9,121.2,4,Centro,1000.4,253.8
6423,101.6,4,13,1.5,1,3,14,0,7,9,82.8,7,Centro,1049.7,184.4
6424,271.0,3,1,6.1,1,3,,0,2,10,225.5,6,Intermediária,971.0,496.6
6425,278.0,3,15,6.7,1,3,2,0,5,9,241.7,6,Intermediária,990.9,519.7
6426,146.5,2,1,6.6,1,2,9,0,8,9,125.7,4,Intermediária,986.4,272.2
6427,131.3,4,17,5.2,2,4,24,0,8,8,109.5,8,Intermediária,864.0,240.9
6428,83.8,2,1,2.1,1,1,9,1,1,9,77.5,3,Centro,1102.1,161.3
6429,119.7,2,5,8.4,1,1,,0,3,7,101.4,3,Intermediária,484.2,221.1
6430,91.3,2,6,3.7,1,1,17,0,7,9,86.4,3,Centro,734.3,177.6
6431,237.7,4,0,3.9,2,4,18,0,5,8,209.2,8,Centro,1260.5,446.9
6432,67.4,5,13,9.0,3,4,,0,5,7,53.3,9,Intermediária,877.4,120.7
6433,35.0,2,10,5.2,1,2,,0,6,9,32.2,4,Intermediária,544.5,67.2
6434,138.0,3,3,4.9,1,3,,0,5,8,115.0,6,Centro,870.8,252.9
6435,148.2,4,2,11.5,2,4,,0,3,9,125.4,8,Intermediária,1064.8,273.6
6436,272.8,3,1,4.0,1,2,1,0,9,8,243.1,5,Centro,1351.4,515.8
6437,90.3,2,9,4.6,0,2,21,0,5,9,74.9,4,Centro,786.4,165.2
6438,160.9,3,8,5.8,3,3,,0,4,10,138.7,6,Intermediária,865.7,299.6
6439,129.7,4,3,17.1,1,4,,0,3,7,107.9,8,Afastada,710.1,237.6
6440,203.2,3,6,8.2,1,3,7,0,6,9,178.8,6,Intermediária,810.5,382.1
6441,175.6,2,3,14.1,1,1,,0,9,5,149.3,3,Intermediária,492.7,324.9
6442,178.4,1,2,9.9,0,1,,0,7,9,154.2,2,Intermediária,606.6,332.5
6443,76.9,3,15,7.2,3,3,4,1,8,8,63.1,6,Intermediária,867.9,139.9
6444,71.8,3,0,5.5,2,2,,1,8,10,62.3,5,Intermediária,1052.8,134.1
6445,149.2,2,7,15.6,1,2,,0,2,6,122.4,4,Afastada,320.0,271.6
6446,138.5,3,20,8.3,3,3,,0,4,8,115.2,6,Intermediária,736.2,253.7
6447,146.7,2,0,11.0,1,1,20,0,7,7,116.7,3,Intermediária,639.9,263.3
6448,73.0,4,29,8.5,2,3,,0,10,7,69.8,7,Intermediária,686.6,142.8
6449,196.1,3,3,3.1,1,2,,0,9,9,168.7,5,Centro,841.2,364.8
6450,124.5,3,29,6.2,2,3,17,0,4,8,106.5,6,Intermediária,874.1,231.0
6451,151.3,4,1,5.0,1,3,17,0,4,9,134.9,7,Centro,1180.8,286.2
6452,120.9,3,5,7.3,1,3,14,0,6,8,104.8,6,Intermediária,716.2,225.7
6453,274.0,5,2,7.3,1,4,20,0,7,9,229.9,9,Intermediária,1464.8,503.8
6454,131.6,4,3,10.4,1,4,12,1,3,7,109.2,8,Intermediária,1054.4,240.8
6455,110.4,3,3,7.3,2,2,3,0,7,9,90.5,5,Intermediária,941.3,200.9
6456,58.8,4,3,1.3,2,4,,0,1,10,50.0,8,Centro,1291.8,108.8
6457,108.5,2,7,8.7,1,1,,0,10,7,90.4,3,Intermediária,718.0,198.9
6458,303.1,3,13,4.8,2,3,10,1,10,7,260.1,6,Centro,1182.5,563.2
6459,89.7,2,1,2.3,1,2,,0,9,8,78.7,4,Centro,882.6,168.4
6460,167.4,4,5,7.9,2,4,10,0,4,7,145.3,8,Intermediária,918.0,312.7
6461,93.1,3,14,2.4,2,2,,0,6,10,80.8,5,Centro,1006.2,173.9
6462,104.3,3,0,6.3,2,2,4,0,8,8,96.1,5,Intermediária,757.4,200.4
6463,79.8,4,1,2.4,2,4,18,1,10,8,66.3,8,Centro,1357.1,146.2
6464,84.9,1,2,4.3,0,1,3,0,6,9,72.3,2,Centro,710.2,157.2
6465,140.8,6,8,8.2,1,4,,1,8,8,120.9,10,Intermediária,1167.0,261.7
6466,61.7,3,9,9.6,1,3,20,0,7,8,55.7,6,Intermediária,997.7,117.4
6467,166.2,2,13,2.1,1,1,11,0,10,10,143.2,3,Centro,1105.2,309.5
6468,113.6,2,16,4.5,1,2,13,1,4,9,93.0,4,Centro,903.6,206.5
6469,88.8,4,6,7.5,2,4,,0,6,6,83.9,8,Intermediária,941.4,172.7
6470,221.9,5,8,7.5,2,4,,0,1,9,189.4,9,Intermediária,1037.6,411.3
6471,132.9,4,5,7.2,2,3,4,0,8,10,98.4,7,Intermediária,945.1,231.3
6472,98.2,4,2,5.8,1,4,,1,6,7,83.0,8,Intermediária,1040.0,181.2
6473,119.6,4,0,7.8,1,3,13,1,4,8,110.6,7,Intermediária,1045.6,230.2
6474,138.6,5,13,9.2,1,4,2,0,8,7,112.5,9,Intermediária,1058.6,251.0
6475,89.4,3,9,10.7,1,3,,1,2,9,73.4,6,Intermediária,824.8,162.8
6476,127.8,3,1,0.5,2,2,22,1,5,9,104.1,5,Centro,1192.9,231.8
6477,92.5,4,21,4.8,3,3,24,1,4,9,72.8,7,Centro,1227.3,165.4
6478,194.7,3,3,3.1,1,2,17,0,5,10,168.7,5,Centro,1259.7,363.5
6479,80.4,2,4,4.0,1,2,11,0,4,8,62.1,4,Centro,781.9,142.5
6480,199.7,5,21,8.3,2,4,24,0,6,9,167.1,9,Intermediária,1165.5,366.7
6481,125.7,3,2,9.0,1,3,1,0,2,10,109.4,6,Intermediária,787.6,235.1
6482,44.0,1,3,5.0,1,1,10,1,9,8,37.3,2,Intermediária,699.0,81.4
6483,286.3,3,1,6.6,2,3,,0,5,8,242.8,6,Intermediária,927.8,529.1
6484,100.4,4,15,2.3,1,3,21,0,1,10,86.3,7,Centro,1061.4,186.6
6485,85.5,3,8,7.2,1,3,,1,4,8,64.4,6,Intermediária,856.4,150.0
6486,145.7,4,16,0.5,1,3,,0,8,10,124.2,7,Centro,1088.2,269.9
6487,104.7,3,5,5.6,1,2,,1,9,10,93.4,5,Intermediária,884.9,198.1
6488,59.7,4,3,2.3,1,4,6,1,1,10,46.2,8,Centro,1000.5,105.9
6489,131.2,3,3,3.2,1,2,18,0,10,10,116.5,5,Centro,1083.4,247.7
6490,98.4,1,14,5.1,0,1,24,0,9,10,82.2,2,Intermediária,722.6,180.6
6491,112.9,2,9,2.6,0,2,,0,10,8,98.8,4,Centro,708.1,211.7
6492,84.7,4,3,13.8,1,4,,0,1,6,65.9,8,Intermediária,775.6,150.6
6493,129.2,2,3,2.0,1,2,,0,5,8,108.0,4,Centro,858.5,237.2
6494,334.0,3,1,0.7,2,2,3,0,8,9,276.6,5,Centro,1133.5,610.5
6495,177.6,2,16,0.5,0,2,21,0,1,8,155.9,4,Centro,900.9,333.5
6496,58.6,3,10,12.6,1,3,,0,7,8,45.7,6,Intermediária,583.2,104.3
6497,198.6,4,8,6.7,2,4,10,0,1,9,164.6,8,Intermediária,1315.2,363.2
6498,163.7,6,11,12.9,2,4,15,0,5,6,134.8,10,Intermediária,1271.6,298.5
6499,111.9,4,6,9.7,1,4,,0,1,8,95.3,8,Intermediária,635.9,207.2
6500,195.1,3,10,1.9,1,3,,0,5,9,171.6,6,Centro,1122.2,366.7
6501,202.8,2,26,2.8,0,1,14,0,1,9,167.5,3,Centro,804.7,370.2
6502,128.0,4,0,5.0,1,4,12,0,6,9,112.8,8,Centro,1020.6,240.8
6503,130.0,3,0,4.8,1,2,,0,10,8,110.4,5,Centro,1057.7,240.4
6504,94.8,3,2,2.6,2,2,21,0,2,10,82.7,5,Centro,1144.2,177.5
6505,149.2,3,39,3.6,2,3,7,0,5,10,124.5,6,Centro,926.1,273.7
6506,62.8,5,2,2.2,1,4,24,1,6,9,46.2,9,Centro,1195.7,109.0
6507,233.4,2,0,7.0,1,2,22,0,3,8,198.8,4,Intermediária,772.2,432.3
6508,246.9,3,7,6.1,1,3,17,0,6,7,205.7,6,Intermediária,1097.7,452.6
6509,151.4,4,9,26.1,1,4,16,0,4,4,141.2,8,Afastada,669.1,292.6
6510,239.9,4,7,7.0,1,3,18,0,4,10,207.5,7,Intermediária,1209.9,447.5
6511,134.7,5,6,9.0,1,4,,0,7,10,114.5,9,Intermediária,930.6,249.1
6512,127.7,4,1,6.7,3,4,24,1,10,10,112.9,8,Intermediária,1258.3,240.6
6513,135.3,3,11,3.5,1,2,,0,2,10,118.2,5,Centro,746.3,253.4
6514,103.1,3,11,4.6,2,3,,0,5,9,88.8,6,Centro,761.6,191.9
6515,262.1,2,6,7.7,1,2,,0,7,7,226.8,4,Intermediária,763.8,488.9
6516,205.3,1,7,18.3,0,1,,0,7,6,172.1,2,Afastada,405.2,377.5
